Rank,Country,Active Cases,Deaths,Recovered Patients,Date
163,Faroe Islands,187,0,187,2020-06-03
164,Mongolia,185,0,44,2020-06-03
165,Libya,182,5,52,2020-06-03
166,Guam,177,5,148,2020-06-03
167,Gibraltar,172,0,152,2020-06-03
168,Guyana,153,12,70,2020-06-03
169,Cayman Islands,151,1,77,2020-06-03
170,<i>Costa Atlantica</i>,148,0,0,2020-06-03
171,Bermuda,141,9,112,2020-06-03
172,Brunei,141,2,138,2020-06-03
173,Comoros,132,2,27,2020-06-03
174,<i>Greg Mortimer</i>,128,1,,2020-06-03
175,Cambodia,125,0,123,2020-06-03
176,Syria,123,6,50,2020-06-03
177,Trinidad & Tobago,117,8,108,2020-06-03
178,Northern Cyprus,108,4,104,2020-06-03
179,Bahamas,102,11,48,2020-06-03
180,Aruba,101,3,98,2020-06-03
181,Monaco,99,4,90,2020-06-03
182,Barbados,92,7,76,2020-06-03
183,Angola,86,4,18,2020-06-03
184,Liechtenstein,82,1,55,2020-06-03
185,Sint Maarten,77,15,60,2020-06-03
186,U.S. Virgin Islands,70,6,62,2020-06-03
187,Burundi,63,1,33,2020-06-03
188,French Polynesia,60,0,60,2020-06-03
189,Suriname,54,1,9,2020-06-03
190,Bhutan,47,0,9,2020-06-03
191,Macau,45,0,45,2020-06-03
192,Artsakh,43,0,26,2020-06-03
193,South Ossetia,42,0,30,2020-06-03
194,Botswana,40,1,23,2020-06-03
195,Eritrea,39,0,39,2020-06-03
196,Abkhazia,28,1,23,2020-06-03
197,Antigua & Barbuda,26,3,19,2020-06-03
198,Saint Vincent,26,0,14,2020-06-03
199,Namibia,25,0,16,2020-06-03
200,The Gambia,25,1,20,2020-06-03
201,East Timor,24,0,24,2020-06-03
202,Grenada,23,0,18,2020-06-03
203,Northern Mariana Islands ,23,2,16,2020-06-03
204,Curaçao,20,1,15,2020-06-03
205,New Caledonia,20,0,18,2020-06-03
206,Laos,19,0,16,2020-06-03
207,Belize,18,2,16,2020-06-03
208,Fiji,18,0,15,2020-06-03
209,Saint Lucia,18,0,18,2020-06-03
210,Dominica,18,0,16,2020-06-03
211,Saint Kitts & Nevis,15,0,15,2020-06-03
212,Falkland Islands,13,0,13,2020-06-03
213,Greenland,13,0,11,2020-06-03
214,MS ,13,4,,2020-06-03
215,<i>Coral Princess</i>,12,2,,2020-06-03
216,Turks & Caicos Islands,12,1,10,2020-06-03
217,Vatican City,12,0,2,2020-06-03
218,Montserrat,11,1,10,2020-06-03
219,Seychelles,11,0,11,2020-06-03
220,British Virgin Islands,8,1,7,2020-06-03
221,HNLMS ,8,0,,2020-06-03
222,Papua New Guinea,8,0,8,2020-06-03
223,Anguilla,3,0,3,2020-06-03
224,Saba,3,0,3,2020-06-03
225,Bonaire,2,0,2,2020-06-03
226,Lesotho,2,0,1,2020-06-03
227,Sint Eustatius,2,0,2,2020-06-03
228,Saint Pierre & Miquelon,1,0,1,2020-06-03
1,United States,1911339,109731,438820,2020-06-05
2,Brazil,618554,34072,254963,2020-06-05
3,Russia,449834,5528,212680,2020-06-05
4,United Kingdom,281661,39904,,2020-06-05
5,Spain,240660,27133,150376,2020-06-05
6,Italy,234013,33689,161895,2020-06-05
7,India,226770,6348,109462,2020-06-05
8,Germany,184923,8736,167785,2020-06-05
9,Peru,183198,5031,76228,2020-06-05
10,Turkey,167410,4630,131778,2020-06-05
11,Iran,164270,8071,127485,2020-06-05
12,France,152444,29065,69976,2020-06-05
13,Chile,118292,1356,,2020-06-05
14,Mexico,105680,12545,75448,2020-06-05
15,Canada,93726,7637,51739,2020-06-05
16,Saudi Arabia,93157,611,68965,2020-06-05
17,Pakistan,89249,1838,31198,2020-06-05
18,China,83027,4634,78327,2020-06-05
19,Qatar,65495,49,40935,2020-06-05
20,Bangladesh,60391,811,12804,2020-06-05
21,Belgium,58907,9566,16112,2020-06-05
22,Netherlands,46942,5990,,2020-06-05
23,Belarus,46868,259,22066,2020-06-05
24,Ecuador,40966,3486,4000,2020-06-05
25,Sweden,41883,4562,4971,2020-06-05
26,South Africa,40792,848,21311,2020-06-05
27,Singapore,37183,24,23904,2020-06-05
28,United Arab Emirates,37018,273,19572,2020-06-05
29,Colombia,35120,1087,12921,2020-06-05
30,Portugal,33592,1455,20323,2020-06-05
31,Switzerland,30936,1660,28600,2020-06-05
32,Kuwait,29921,236,17223,2020-06-05
33,Egypt,29767,1126,7756,2020-06-05
34,Indonesia,29521,1770,9443,2020-06-05
35,Ukraine,25964,762,11372,2020-06-05
36,Poland,25177,1127,12410,2020-06-05
37,Ireland,25142,1664,22698,2020-06-05
38,Philippines,20626,987,4330,2020-06-05
39,Argentina,20184,608,5980,2020-06-05
40,Romania,19907,1306,13919,2020-06-05
41,Afghanistan,18969,309,1763,2020-06-05
42,Dominican Republic,18319,520,11474,2020-06-05
43,Israel,17562,291,15026,2020-06-05
44,Japan,17018,903,14867,2020-06-05
45,Austria,16805,670,15717,2020-06-05
46,Panama,15044,363,9619,2020-06-05
47,Oman,14316,67,3451,2020-06-05
48,Bahrain,13296,21,7728,2020-06-05
49,Kazakhstan,12312,52,6606,2020-06-05
50,Bolivia,12245,415,1658,2020-06-05
51,Denmark,11811,582,10620,2020-06-05
52,South Korea,11629,273,10499,2020-06-05
53,Serbia,11571,246,6910,2020-06-05
54,Nigeria,11516,323,3535,2020-06-05
55,Armenia,11221,176,3468,2020-06-05
56,Algeria,9831,681,6297,2020-06-05
57,Czech Republic,9494,326,6809,2020-06-05
58,Moldova,9018,315,5009,2020-06-05
59,Ghana,8885,38,3189,2020-06-05
60,Iraq,8840,271,4338,2020-06-05
61,Norway,8504,238,78138,2020-06-05
62,Malaysia,8266,116,6610,2020-06-05
63,Morocco,8030,208,7215,2020-06-05
64,Australia,7238,102,6664,2020-06-05
65,Finland,6911,322,5800,2020-06-05
66,Cameroon,6789,203,3705,2020-06-05
67,Azerbaijan,6522,78,3737,2020-06-05
68,Guatemala,6154,158,979,2020-06-05
69,Honduras,5880,243,648,2020-06-05
70,Sudan,5714,333,1825,2020-06-05
71,Puerto Rico,4508,140,850,2020-06-05
72,Tajikistan,4289,48,2401,2020-06-05
73,Djibouti,4054,26,1685,2020-06-05
74,Luxembourg,4027,110,3874,2020-06-05
75,Senegal,4021,50,12162,2020-06-05
76,Guinea,3991,23,2512,2020-06-05
77,Hungary,3970,542,2245,2020-06-05
78,Uzbekistan,3965,16,3087,2020-06-05
79,DR Congo,3643,77,495,2020-06-05
80,Ivory Coast,3262,35,1584,2020-06-05
81,Thailand,3101,58,2968,2020-06-05
82,Gabon,2955,21,818,2020-06-05
83,Greece,2952,180,1374,2020-06-05
84,El Salvador,2781,51,1208,2020-06-05
85,Haiti,2640,50,24,2020-06-05
86,Nepal,2634,10,290,2020-06-05
87,North Macedonia,2611,147,1621,2020-06-05
88,Bosnia & Herzegovina,2594,159,1951,2020-06-05
89,Bulgaria,2585,147,1322,2020-06-05
90,Kenya,2340,78,592,2020-06-05
91,Croatia,2247,103,2105,2020-06-05
92,Somalia,2204,79,418,2020-06-05
93,Cuba,2119,83,1839,2020-06-05
94,Venezuela,2087,20,385,2020-06-05
95,Kyrgyzstan,1936,22,1340,2020-06-05
96,Estonia,1890,69,1663,2020-06-05
97,Maldives,1872,7,648,2020-06-05
98,Iceland,1806,10,1794,2020-06-05
99,Sri Lanka,1797,11,839,2020-06-05
100,Lithuania,1694,71,1302,2020-06-05
101,Ethiopia,1636,18,250,2020-06-05
102,Slovakia,1526,28,1379,2020-06-05
103,Slovenia,1477,109,1358,2020-06-05
104,Mali,1461,85,806,2020-06-05
105,Guinea-Bissau,1339,8,53,2020-06-05
106,South Sudan,1317,14,6,2020-06-05
107,Equatorial Guinea,1306,12,200,2020-06-05
108,Lebanon,1306,28,731,2020-06-05
109,Central African Republic,1288,4,23,2020-06-05
110,Albania,1197,33,898,2020-06-05
111,Costa Rica,1194,10,687,2020-06-05
112,New Zealand,1154,22,1131,2020-06-05
113,Kosovo,1142,30,871,2020-06-05
114,Nicaragua,1118,46,370,2020-06-05
115,USS ,1102,1,53,2020-06-05
116,Hong Kong,1100,4,1042,2020-06-05
117,Zambia,1089,7,912,2020-06-05
118,Tunisia,1087,49,965,2020-06-05
119,Paraguay,1086,11,511,2020-06-05
120,Latvia,1085,25,781,2020-06-05
121,Charles de Gaulle,1081,0,0,2020-06-05
122,Niger,963,65,860,2020-06-05
123,Cyprus,958,17,790,2020-06-05
124,Madagascar,957,7,200,2020-06-05
125,Sierra Leone,914,47,491,2020-06-05
126,Burkina Faso,885,53,760,2020-06-05
127,Andorra,852,51,738,2020-06-05
128,Uruguay,832,23,709,2020-06-05
129,Chad,828,66,633,2020-06-05
130,Georgia,801,13,644,2020-06-05
131,Mauritania,784,39,65,2020-06-05
132,Jordan,765,9,566,2020-06-05
133,Diamond Princess,712,14,653,2020-06-05
134,San Marino,678,42,408,2020-06-05
135,Donetsk PR,642,24,159,2020-06-05
136,Malta,622,9,562,2020-06-05
137,Congo,611,20,179,2020-06-05
138,Jamaica,590,9,356,2020-06-05
139,Uganda,522,0,82,2020-06-05
140,Tanzania,509,21,183,2020-06-05
141,Cape Verde,502,5,239,2020-06-05
142,São Tomé & Príncipe,499,12,68,2020-06-05
143,Togo,465,13,239,2020-06-05
144,Palestine,464,3,377,2020-06-05
145,Yemen,453,103,17,2020-06-05
146,Taiwan,443,7,428,2020-06-05
147,Luhansk PR,429,9,341,2020-06-05
148,Rwanda,410,2,280,2020-06-05
149,Malawi,393,4,51,2020-06-05
150,Somaliland,359,22,33,2020-06-05
151,Mozambique,352,2,114,2020-06-05
152,Isle of Man,336,24,311,2020-06-05
153,Mauritius,335,10,322,2020-06-05
154,Vietnam,328,0,293,2020-06-05
155,Montenegro,324,9,315,2020-06-05
156,Liberia,321,28,175,2020-06-05
157,Jersey,309,30,290,2020-06-05
158,Eswatini,300,3,201,2020-06-05
159,Benin,261,3,151,2020-06-05
160,Guernsey,252,13,238,2020-06-05
161,Zimbabwe,237,4,31,2020-06-05
162,Myanmar,236,6,148,2020-06-05
163,Libya,209,5,52,2020-06-05
164,Faroe Islands,187,0,187,2020-06-05
165,Mongolia,186,0,65,2020-06-05
166,Guam,179,5,143,2020-06-05
167,Gibraltar,173,0,153,2020-06-05
168,Cayman Islands,160,1,85,2020-06-05
169,Guyana,153,12,77,2020-06-05
170,<i>Costa Atlantica</i>,148,0,0,2020-06-05
171,Bermuda,141,9,112,2020-06-05
172,Brunei,141,2,138,2020-06-05
173,Comoros,132,2,55,2020-06-05
174,<i>Greg Mortimer</i>,128,1,,2020-06-05
175,Cambodia,125,0,123,2020-06-05
176,Syria,124,6,53,2020-06-05
177,Trinidad & Tobago,117,8,108,2020-06-05
178,Northern Cyprus,108,4,104,2020-06-05
179,Bahamas,102,11,48,2020-06-05
180,Aruba,101,3,98,2020-06-05
181,Monaco,99,4,90,2020-06-05
182,Barbados,92,7,76,2020-06-05
183,Angola,86,4,18,2020-06-05
184,Liechtenstein,82,1,55,2020-06-05
185,Suriname,82,1,9,2020-06-05
186,Sint Maarten,77,15,61,2020-06-05
187,U.S. Virgin Islands,71,6,62,2020-06-05
188,Burundi,63,1,33,2020-06-05
189,French Polynesia,60,0,60,2020-06-05
190,Artsakh,57,0,26,2020-06-05
191,Bhutan,47,0,9,2020-06-05
192,Macau,45,0,45,2020-06-05
193,South Ossetia,45,0,31,2020-06-05
194,Botswana,40,1,23,2020-06-05
195,Eritrea,39,0,39,2020-06-05
196,Abkhazia,35,1,27,2020-06-05
197,Antigua & Barbuda,26,3,19,2020-06-05
198,Northern Mariana Islands ,26,2,16,2020-06-05
199,The Gambia,26,1,21,2020-06-05
200,Saint Vincent,26,0,14,2020-06-05
201,Namibia,25,0,16,2020-06-05
202,East Timor,24,0,24,2020-06-05
203,Grenada,23,0,18,2020-06-05
204,Curaçao,21,1,15,2020-06-05
205,New Caledonia,20,0,18,2020-06-05
206,Laos,19,0,16,2020-06-05
207,Saint Lucia,19,0,18,2020-06-05
208,Belize,18,2,16,2020-06-05
209,Fiji,18,0,18,2020-06-05
210,Dominica,18,0,16,2020-06-05
211,Saint Kitts & Nevis,15,0,15,2020-06-05
212,Falkland Islands,13,0,13,2020-06-05
213,Greenland,13,0,11,2020-06-05
214,MS ,13,4,,2020-06-05
215,<i>Coral Princess</i>,12,2,,2020-06-05
216,Turks & Caicos Islands,12,1,10,2020-06-05
217,Vatican City,12,0,2,2020-06-05
218,Montserrat,11,1,10,2020-06-05
219,Seychelles,11,0,11,2020-06-05
220,British Virgin Islands,8,1,7,2020-06-05
221,HNLMS ,8,0,,2020-06-05
222,Papua New Guinea,8,0,8,2020-06-05
223,Lesotho,4,0,2,2020-06-05
224,Anguilla,3,0,3,2020-06-05
225,Saba,3,0,3,2020-06-05
226,Bonaire,2,0,2,2020-06-05
227,Sint Eustatius,2,0,2,2020-06-05
1,United States,1935432,110655,453053,2020-06-06
2,Brazil,646006,35047,288652,2020-06-06
3,Russia,449834,5528,212680,2020-06-06
4,United Kingdom,283311,40261,,2020-06-06
5,Spain,240978,27134,150376,2020-06-06
6,India,236657,6642,114073,2020-06-06
7,Italy,234531,33774,163781,2020-06-06
8,Peru,187400,5162,79214,2020-06-06
9,Germany,185413,8763,168395,2020-06-06
10,Turkey,168340,4648,133400,2020-06-06
11,Iran,167156,8134,129741,2020-06-06
12,France,153055,29111,70504,2020-06-06
13,Chile,122499,1448,,2020-06-06
14,Mexico,110026,13170,78590,2020-06-06
15,Saudi Arabia,95748,642,70616,2020-06-06
16,Canada,94335,7703,52568,2020-06-06
17,Pakistan,93983,1935,32581,2020-06-06
18,China,83030,4634,78329,2020-06-06
19,Qatar,65495,49,40935,2020-06-06
20,Bangladesh,60391,811,12804,2020-06-06
21,Belgium,58907,9566,16112,2020-06-06
22,Netherlands,47152,6005,,2020-06-06
23,Belarus,46868,259,22066,2020-06-06
24,South Africa,43434,908,23088,2020-06-06
25,Ecuador,41575,3534,4100,2020-06-06
26,Sweden,42939,4639,4971,2020-06-06
27,Singapore,37183,24,24209,2020-06-06
28,United Arab Emirates,37642,274,20337,2020-06-06
29,Colombia,36635,1145,13638,2020-06-06
30,Portugal,33969,1465,20526,2020-06-06
31,Egypt,31115,1166,9216,2020-06-06
32,Switzerland,30936,1660,28600,2020-06-06
33,Kuwait,30644,244,18277,2020-06-06
34,Indonesia,29521,1770,9443,2020-06-06
35,Ukraine,25964,762,11372,2020-06-06
36,Poland,25410,1137,12410,2020-06-06
37,Ireland,25163,1670,22698,2020-06-06
38,Argentina,21024,632,6075,2020-06-06
39,Philippines,20626,987,4330,2020-06-06
40,Romania,20103,1308,14145,2020-06-06
41,Afghanistan,18969,309,1763,2020-06-06
42,Dominican Republic,18708,525,11736,2020-06-06
43,Israel,17562,291,15026,2020-06-06
44,Japan,17064,907,14972,2020-06-06
45,Austria,16843,672,15742,2020-06-06
46,Panama,15463,370,9719,2020-06-06
47,Oman,15086,72,3451,2020-06-06
48,Bahrain,13835,22,8585,2020-06-06
49,Kazakhstan,12312,52,6903,2020-06-06
50,Bolivia,12245,415,1658,2020-06-06
51,Denmark,11875,586,10653,2020-06-06
52,Nigeria,11844,333,3696,2020-06-06
53,Armenia,11817,183,3513,2020-06-06
54,South Korea,11668,273,10506,2020-06-06
55,Serbia,11667,247,6931,2020-06-06
56,Algeria,9935,690,6453,2020-06-06
57,Iraq,9846,285,4573,2020-06-06
58,Czech Republic,9529,327,6881,2020-06-06
59,Moldova,9247,323,5240,2020-06-06
60,Ghana,9168,42,3457,2020-06-06
61,Norway,8522,238,8138,2020-06-06
62,Malaysia,8266,116,6610,2020-06-06
63,Morocco,8071,208,7268,2020-06-06
64,Cameroon,7392,205,4575,2020-06-06
65,Australia,7249,102,6683,2020-06-06
66,Finland,6941,322,5800,2020-06-06
67,Azerbaijan,6860,82,3871,2020-06-06
68,Guatemala,6154,158,979,2020-06-06
69,Honduras,5880,243,648,2020-06-06
70,Sudan,5865,347,1924,2020-06-06
71,Puerto Rico,4620,141,850,2020-06-06
72,Tajikistan,4370,48,2491,2020-06-06
73,Senegal,4155,51,2276,2020-06-06
74,Djibouti,4123,26,1707,2020-06-06
75,Guinea,4060,23,2667,2020-06-06
76,Luxembourg,4032,110,3885,2020-06-06
77,Uzbekistan,4007,16,32247,2020-06-06
78,Hungary,3970,542,2245,2020-06-06
79,DR Congo,3763,81,512,2020-06-06
80,Ivory Coast,3431,36,1604,2020-06-06
81,Thailand,3102,58,2971,2020-06-06
82,Gabon,3101,21,833,2020-06-06
83,Greece,2967,180,1374,2020-06-06
84,Nepal,2912,11,333,2020-06-06
85,El Salvador,2849,53,1249,2020-06-06
86,North Macedonia,2790,149,1632,2020-06-06
87,Haiti,2740,50,24,2020-06-06
88,Bulgaria,2627,159,1390,2020-06-06
89,Bosnia & Herzegovina,2606,159,1968,2020-06-06
90,Kenya,2474,79,643,2020-06-06
91,Croatia,2247,103,2113,2020-06-06
92,Somalia,2204,79,418,2020-06-06
93,Cuba,2133,83,1848,2020-06-06
94,Venezuela,2087,20,385,2020-06-06
95,Kyrgyzstan,1936,22,1340,2020-06-06
96,Estonia,1910,69,1667,2020-06-06
97,Maldives,1883,7,716,2020-06-06
98,Iceland,1806,10,1794,2020-06-06
99,Ethiopia,1805,19,262,2020-06-06
100,Sri Lanka,1801,11,858,2020-06-06
101,Lithuania,1694,71,1302,2020-06-06
102,Slovakia,1526,28,1379,2020-06-06
103,Mali,1485,857,816,2020-06-06
104,Slovenia,1479,109,1359,2020-06-06
105,Central African Republic,1451,4,29,2020-06-06
106,Guinea-Bissau,1368,12,153,2020-06-06
107,South Sudan,1317,14,6,2020-06-06
108,Equatorial Guinea,1306,12,200,2020-06-06
109,Lebanon,1312,28,768,2020-06-06
110,Costa Rica,1228,10,695,2020-06-06
111,Albania,1212,33,910,2020-06-06
112,New Zealand,1154,22,1131,2020-06-06
113,Kosovo,1142,30,871,2020-06-06
114,Nicaragua,1118,46,370,2020-06-06
115,Hong Kong,1103,4,1045,2020-06-06
116,USS ,1102,1,53,2020-06-06
117,Zambia,1089,7,912,2020-06-06
118,Tunisia,1087,49,969,2020-06-06
119,Paraguay,1087,11,516,2020-06-06
120,Latvia,1085,25,781,2020-06-06
121,Charles de Gaulle,1081,0,0,2020-06-06
122,Madagascar,975,7,201,2020-06-06
123,Niger,966,65,863,2020-06-06
124,Cyprus,960,17,807,2020-06-06
125,Sierra Leone,929,47,580,2020-06-06
126,Burkina Faso,888,53,760,2020-06-06
127,Mauritania,883,43,69,2020-06-06
128,Andorra,852,51,741,2020-06-06
129,Chad,836,668,657,2020-06-06
130,Uruguay,834,23,721,2020-06-06
131,Georgia,805,13,650,2020-06-06
132,Jordan,784,9,571,2020-06-06
133,Diamond Princess,712,14,653,2020-06-06
134,San Marino,680,42,428,2020-06-06
135,Donetsk PR,642,24,159,2020-06-06
136,Congo,635,20,182,2020-06-06
137,Malta,625,9,583,2020-06-06
138,Jamaica,595,9,385,2020-06-06
139,Uganda,557,0,82,2020-06-06
140,Cape Verde,536,5,239,2020-06-06
141,Tanzania,509,21,183,2020-06-06
142,São Tomé & Príncipe,499,12,68,2020-06-06
143,Yemen,469,111,23,2020-06-06
144,Togo,485,13,240,2020-06-06
145,Palestine,464,3,377,2020-06-06
146,Taiwan,443,7,429,2020-06-06
147,Luhansk PR,429,9,341,2020-06-06
148,Rwanda,420,2,282,2020-06-06
149,Malawi,409,4,55,2020-06-06
150,Somaliland,359,22,33,2020-06-06
151,Mozambique,354,2,119,2020-06-06
152,Mauritius,337,10,324,2020-06-06
153,Isle of Man,336,24,312,2020-06-06
154,Liberia,334,30,176,2020-06-06
155,Vietnam,328,0,307,2020-06-06
156,Montenegro,324,9,315,2020-06-06
157,Jersey,309,30,290,2020-06-06
158,Eswatini,305,3,221,2020-06-06
159,Zimbabwe,265,4,33,2020-06-06
160,Benin,261,3,151,2020-06-06
161,Guernsey,252,13,238,2020-06-06
162,Libya,239,5,52,2020-06-06
163,Myanmar,236,6,151,2020-06-06
164,Mongolia,191,0,70,2020-06-06
165,Faroe Islands,187,0,187,2020-06-06
166,Guam,179,5,143,2020-06-06
167,Gibraltar,174,0,153,2020-06-06
168,Cayman Islands,164,1,93,2020-06-06
169,Guyana,153,12,77,2020-06-06
170,<i>Costa Atlantica</i>,148,0,0,2020-06-06
171,Bermuda,141,9,114,2020-06-06
172,Brunei,141,2,138,2020-06-06
173,Comoros,132,2,55,2020-06-06
174,<i>Greg Mortimer</i>,128,1,,2020-06-06
175,Cambodia,125,0,123,2020-06-06
176,Syria,124,6,53,2020-06-06
177,Trinidad & Tobago,117,8,108,2020-06-06
178,Northern Cyprus,108,4,104,2020-06-06
179,Bahamas,102,11,49,2020-06-06
180,Aruba,101,3,98,2020-06-06
181,Monaco,99,4,93,2020-06-06
182,Barbados,92,7,81,2020-06-06
183,Suriname,90,1,9,2020-06-06
184,Angola,86,4,21,2020-06-06
185,Liechtenstein,82,1,55,2020-06-06
186,Sint Maarten,77,15,61,2020-06-06
187,U.S. Virgin Islands,71,6,62,2020-06-06
188,Burundi,63,1,33,2020-06-06
189,French Polynesia,60,0,60,2020-06-06
190,Artsakh,57,0,31,2020-06-06
191,South Ossetia,57,0,31,2020-06-06
192,Bhutan,48,0,11,2020-06-06
193,Macau,45,0,45,2020-06-06
194,Botswana,40,1,23,2020-06-06
195,Eritrea,39,0,39,2020-06-06
196,Abkhazia,35,1,27,2020-06-06
197,Antigua & Barbuda,26,3,20,2020-06-06
198,Northern Mariana Islands ,26,2,16,2020-06-06
199,The Gambia,26,1,21,2020-06-06
200,Saint Vincent,26,0,15,2020-06-06
201,Namibia,25,0,16,2020-06-06
202,East Timor,24,0,24,2020-06-06
203,Grenada,23,0,22,2020-06-06
204,Curaçao,21,1,16,2020-06-06
205,New Caledonia,20,0,18,2020-06-06
206,Belize,19,2,16,2020-06-06
207,Laos,19,0,18,2020-06-06
208,Saint Lucia,19,0,18,2020-06-06
209,Fiji,18,0,18,2020-06-06
210,Dominica,18,0,16,2020-06-06
211,Saint Kitts & Nevis,15,0,15,2020-06-06
212,Falkland Islands,13,0,13,2020-06-06
213,Greenland,13,0,11,2020-06-06
214,MS ,13,4,,2020-06-06
215,<i>Coral Princess</i>,12,2,,2020-06-06
216,Turks & Caicos Islands,12,1,10,2020-06-06
217,Vatican City,12,0,2,2020-06-06
218,Montserrat,11,1,10,2020-06-06
219,Seychelles,11,0,11,2020-06-06
220,British Virgin Islands,8,1,7,2020-06-06
221,HNLMS ,8,0,,2020-06-06
222,Papua New Guinea,8,0,8,2020-06-06
223,Lesotho,4,0,2,2020-06-06
224,Anguilla,3,0,3,2020-06-06
225,Saba,3,0,3,2020-06-06
226,Bonaire,2,0,2,2020-06-06
227,Sint Eustatius,2,0,2,2020-06-06
1,United States,1959009,111374,457721,2020-06-07
2,Brazil,676494,36044,302084,2020-06-07
3,Russia,467673,5859,226731,2020-06-07
4,United Kingdom,284868,40465,,2020-06-07
5,India,246628,6929,119293,2020-06-07
6,Spain,241310,27135,150376,2020-06-07
7,Italy,234801,33846,165078,2020-06-07
8,Peru,191758,5301,82731,2020-06-07
9,Germany,185696,8769,168760,2020-06-07
10,Iran,169425,8209,132038,2020-06-07
11,Turkey,169218,4669,135322,2020-06-07
12,France,153634,29142,70806,2020-06-07
13,Chile,127745,1541,,2020-06-07
14,Mexico,113619,13511,81544,2020-06-07
15,Pakistan,98943,2002,33465,2020-06-07
16,Saudi Arabia,98869,676,71791,2020-06-07
17,Canada,95057,7773,53614,2020-06-07
18,China,83036,4634,78332,2020-06-07
19,Qatar,67195,51,42527,2020-06-07
20,Bangladesh,63026,846,13325,2020-06-07
21,Belgium,59226,9595,16291,2020-06-07
22,Belarus,47751,263,23015,2020-06-07
23,Netherlands,47335,6011,,2020-06-07
24,South Africa,45973,952,24258,2020-06-07
25,Sweden,43887,4656,,2020-06-07
26,Ecuador,41575,3534,4100,2020-06-07
27,United Arab Emirates,38268,275,21061,2020-06-07
28,Colombia,38027,1205,14382,2020-06-07
29,Singapore,37910,25,24559,2020-06-07
30,Portugal,34351,1474,20807,2020-06-07
31,Egypt,32612,1198,8538,2020-06-07
32,Indonesia,31186,1851,10498,2020-06-07
33,Kuwait,31131,254,19282,2020-06-07
34,Switzerland,30956,1661,28600,2020-06-07
35,Ukraine,26999,788,12054,2020-06-07
36,Poland,26249,1155,12855,2020-06-07
37,Ireland,25183,1678,22698,2020-06-07
38,Argentina,22007,648,6167,2020-06-07
39,Philippines,21895,1003,4530,2020-06-07
40,Afghanistan,20342,357,1875,2020-06-07
41,Romania,20290,1318,14419,2020-06-07
42,Dominican Republic,19220,536,11919,2020-06-07
43,Israel,17783,297,15064,2020-06-07
44,Japan,17103,914,15079,2020-06-07
45,Austria,16898,672,15789,2020-06-07
46,Oman,16016,72,3451,2020-06-07
47,Panama,15463,370,9719,2020-06-07
48,Bahrain,14383,23,9056,2020-06-07
49,Bolivia,13358,454,1902,2020-06-07
50,Armenia,13130,200,4014,2020-06-07
51,Kazakhstan,12694,53,7135,2020-06-07
52,Nigeria,12233,342,3826,2020-06-07
53,Denmark,11924,587,10721,2020-06-07
54,South Korea,11776,273,10552,2020-06-07
55,Serbia,11741,248,11056,2020-06-07
56,Iraq,11098,318,4904,2020-06-07
57,Algeria,10050,698,6631,2020-06-07
58,Czech Republic,9567,327,6885,2020-06-07
59,Moldova,9511,331,5450,2020-06-07
60,Ghana,9462,44,3547,2020-06-07
61,Norway,8542,238,8138,2020-06-07
62,Malaysia,8322,117,6674,2020-06-07
63,Morocco,8132,208,7278,2020-06-07
64,Cameroon,7599,212,4587,2020-06-07
65,Australia,7257,102,6703,2020-06-07
66,Azerbaijan,7239,84,4024,2020-06-07
67,Finland,6964,322,5800,2020-06-07
68,Guatemala,6792,230,1133,2020-06-07
69,Honduras,6155,250,697,2020-06-07
70,Sudan,6081,359,2014,2020-06-07
71,Puerto Rico,4915,142,850,2020-06-07
72,Tajikistan,4453,48,2583,2020-06-07
73,Senegal,4249,51,2512,2020-06-07
74,Uzbekistan,4181,17,3268,2020-06-07
75,Djibouti,4169,26,1815,2020-06-07
76,Guinea,4117,23,2857,2020-06-07
77,Luxembourg,4035,110,3888,2020-06-07
78,Hungary,4008,546,2279,2020-06-07
79,DR Congo,3878,82,537,2020-06-07
80,Ivory Coast,3557,36,1750,2020-06-07
81,Nepal,3235,13,365,2020-06-07
82,Thailand,3112,58,2972,2020-06-07
83,Gabon,3101,21,833,2020-06-07
84,Haiti,3072,50,24,2020-06-07
85,El Salvador,3015,53,1305,2020-06-07
86,Greece,2980,180,1374,2020-06-07
87,North Macedonia,2915,151,1640,2020-06-07
88,Bulgaria,2711,160,1545,2020-06-07
89,Bosnia & Herzegovina,2606,159,1968,2020-06-07
90,Kenya,2600,79,706,2020-06-07
91,Venezuela,2316,22,385,2020-06-07
92,Somalia,2289,82,431,2020-06-07
93,Croatia,2247,104,2121,2020-06-07
94,Cuba,2173,83,1855,2020-06-07
95,Kyrgyzstan,2007,22,1425,2020-06-07
96,Estonia,1939,6981,,2020-06-07
97,Ethiopia,1934,20,281,2020-06-07
98,Maldives,1901,8,763,2020-06-07
99,Iceland,1814,10,1891,2020-06-07
100,Sri Lanka,1806,11,891,2020-06-07
101,Lithuania,1714,71,1328,2020-06-07
102,Central African Republic,1570,5,37,2020-06-07
103,Slovakia,1528,28,1379,2020-06-07
104,Mali,1523,90,845,2020-06-07
105,Slovenia,1484,109,1359,2020-06-07
106,Guinea-Bissau,1368,12,153,2020-06-07
107,Lebanon,1320,29,768,2020-06-07
108,South Sudan,1317,14,6,2020-06-07
109,Equatorial Guinea,1306,12,200,2020-06-07
110,Costa Rica,1263,10,701,2020-06-07
